SN,en,new,,,,,,,,,,,,,,,,,,,,,,,
599,Don't go out during the hot noon time,पिहाम जभि नहिम​,,,,,,,,,,,,,,,,,,,,,,,
600,how can you get green vegetables out of season?,अतरसय न्याह भनाम भाउमचा,,,,,,,,,,,,,,,,,,,,,,,
601,one after another,अतः,,,,,,,,,,,,,,,,,,,,,,,
602,every second skipping one,छगु अतः,,,,,,,,,,,,,,,,,,,,,,,
603,every third skipping two,निगु अतः,,,,,,,,,,,,,,,,,,,,,,,
604,outskirts,गाम​,,,,,,,,,,,,,,,,,,,,,,,
605,living in the outskirts of a town,गामाः,,,,,,,,,,,,,,,,,,,,,,,
606,to do by turns,गाये,,,,,,,,,,,,,,,,,,,,,,,
607,he went upstairs skipping every other step,भ अतः गाया सभाने,,,,,,,,,,,,,,,,,,,,,,,
608,he comes every second day,भ अतः दिने भैगु,,,,,,,,,,,,,,,,,,,,,,,
609,remittent fever recurring every second,अतः ज्वर​,,,,,,,,,,,,,,,,,,,,,,,
610,ritual for the family patron deity performed during caitra or baishak,देगु पुजा,,,,,,,,,,,,,,,,,,,,,,,
611,visit to a family in mourning for which certain unsuitable days have to be avoided,बिचा,,,,,,,,,,,,,,,,,,,,,,,
612,alternately,बुत​,,,,,,,,,,,,,,,,,,,,,,,
613,alternation,बुतः,,,,,,,,,,,,,,,,,,,,,,,
614,to do by turns and to skip by turns,बुतः गाये,,,,,,,,,,,,,,,,,,,,,,,
615,refreshment taken during work in a field,अतः लि,,,,,,,,,,,,,,,,,,,,,,,
616,flat floor,अतालि,,,,,,,,,,,,,,,,,,,,,,,
617,fireworks,अतास्बजि,,,,,,,,,,,,,,,,,,,,,,,
618,to perform firework,केने,,,,,,,,,,,,,,,,,,,,,,,
619,joint of sugarcane,अति,,,,,,,,,,,,,,,,,,,,,,,
620,exvessively pock-marked,अतिकनं,,,,,,,,,,,,,,,,,,,,,,,
621,guest,अतिथि,,,,,,,,,,,,,,,,,,,,,,,
622,The investigation,अमेली,,,,,,,,,,,,,,,,,,,,,,,
623,Are you feeling well?,म्हं फु ला,,,,,,,,,,,,,,,,,,,,,,,
624,How are you?,जितः ला म्हं फु,,,,,,,,,,,,,,,,,,,,,,,
625,Long time no see,गुल्लि दत मखंगु,,,,,,,,,,,,,,,,,,,,,,,
626,What's your name?,छङ्गू नां छु ?,,,,,,,,,,,,,,,,,,,,,,,
628,Where are you from?,छ गन च्वंम्ह ?,,,,,,,,,,,,,,,,,,,,,,,
630,Pleased to meet you,छन्तः,,,,,,,,,,,,,,,,,,,,,,,
631,Good morning,ख्वाः सिले धुन ला ?,,,,,,,,,,,,,,,,,,,,,,,
632,Have you washed your face?,च्या त्वने धुन ला ?,,,,,,,,,,,,,,,,,,,,,,,
633,Good day,छं दिं बांलायेमा,,,,,,,,,,,,,,,,,,,,,,,
634,Good night,भिं चा,,,,,,,,,,,,,,,,,,,,,,,
635,Goodbye,का बाय्,,,,,,,,,,,,,,,,,,,,,,,
636,Good luck!,सुथां लायेमा,,,,,,,,,,,,,,,,,,,,,,,
637,Have a nice day,दिं बां लायेमा।,,,,,,,,,,,,,,,,,,,,,,,
638,Have a nice meal,प्वाः जायेक न,,,,,,,,,,,,,,,,,,,,,,,
639,Have a good journey,बांलाक्क हुँ,,,,,,,,,,,,,,,,,,,,,,,
640,Go and return well,बांलाक्क वनां वा,,,,,,,,,,,,,,,,,,,,,,,
641,I don't know,जिं मस्यू,,,,,,,,,,,,,,,,,,,,,,,
642,I understand,जिं थू,,,,,,,,,,,,,,,,,,,,,,,
643,I don't understand,जिं मथुल,,,,,,,,,,,,,,,,,,,,,,,
644,Please speak more slowly,भतिचा बुलुहुँ न्वंवानादिसँ,,,,,,,,,,,,,,,,,,,,,,,
645,Please speak more slowly,भतिचा बुलुहुँ न्वंवानादिसँ,,,,,,,,,,,,,,,,,,,,,,,
646,Please say that again,हाकनं धयादिसँ ले,,,,,,,,,,,,,,,,,,,,,,,
647,Please write it down,एक्क च्वयादिसँ ले,,,,,,,,,,,,,,,,,,,,,,,
648,Do you speak English?,छं इङ्लिस सः ला ?,,,,,,,,,,,,,,,,,,,,,,,
649,Do you speak Newar?,छं नेवाः खँ सः ला ?,,,,,,,,,,,,,,,,,,,,,,,
650,"Yes, a little","सः, भतिचा ।",,,,,,,,,,,,,,,,,,,,,,,
651,Speak to me in Newar,जि नापं नेवाः भासं खँ ल्हा ले ।,,,,,,,,,,,,,,,,,,,,,,,
652,How do you say ... in Newar?,... यातः नेवाः भासं छु धाइ ?,,,,,,,,,,,,,,,,,,,,,,,
653,Excuse me,से सा,,,,,,,,,,,,,,,,,,,,,,,
654,How much is this?,थुकेया गुलि?,,,,,,,,,,,,,,,,,,,,,,,
655,Sorry,छ्यमा,,,,,,,,,,,,,,,,,,,,,,,
656,Please,बिन्ति,,,,,,,,,,,,,,,,,,,,,,,
657,Thank you,सुभाय्,,,,,,,,,,,,,,,,,,,,,,,
658,Where's the toilet?,खिखांमुगः गन दु?,,,,,,,,,,,,,,,,,,,,,,,
659,This gentleman will pay for everything,वं ध्यबा पुली,,,,,,,,,,,,,,,,,,,,,,,
660,This lady will pay for everything,वयेकलं ध्यबा पुलादी,,,,,,,,,,,,,,,,,,,,,,,
661,Would you like to dance with me?,जि नापं प्याखं हुलेगु,,,,,,,,,,,,,,,,,,,,,,,
662,I miss you,छ लुमंसे वयाच्वन ।,,,,,,,,,,,,,,,,,,,,,,,
663,I love you,जितः छ नापं मतिना दु,,,,,,,,,,,,,,,,,,,,,,,
664,Get well soon,याकनं बःलायेमा,,,,,,,,,,,,,,,,,,,,,,,
665,Go away!,हुँ छ,,,,,,,,,,,,,,,,,,,,,,,
666,Leave me alone!,जितः याकःचा त्वःताब्यु ।,,,,,,,,,,,,,,,,,,,,,,,
667,Help!,ग्वहालि!,,,,,,,,,,,,,,,,,,,,,,,
668,Fire!,मिँ!,,,,,,,,,,,,,,,,,,,,,,,
669,Stop!,आसे!,,,,,,,,,,,,,,,,,,,,,,,
670,Call the police!,पुलिस सःति !,,,,,,,,,,,,,,,,,,,,,,,
671,New Year greetings,न्हू दँया भिंतुना,,,,,,,,,,,,,,,,,,,,,,,
672,Birthday greetings,बुदिंया भिंतुना,,,,,,,,,,,,,,,,,,,,,,,
673,One language is never enough,छता भाय् गुबलें मगाः,,,,,,,,,,,,,,,,,,,,,,,
674,Many many thanks,योको योको सुभाये,,,,,,,,,,,,,,,,,,,,,,,
675,Thanks for coming,वयदिउलि सुभाये,,,,,,,,,,,,,,,,,,,,,,,
676,Thanks for the help,ग्वाली यानादिउ लिए सुभाये,,,,,,,,,,,,,,,,,,,,,,,
677,come online,online वा,,,,,,,,,,,,,,,,,,,,,,,
678,who are you talking to?,सु नपा ख लहना चोनौ ?,,,,,,,,,,,,,,,,,,,,,,,
679,where are you?,गण ख छ ?,,,,,,,,,,,,,,,,,,,,,,,
680,where are my clothes mom?,मा जिगु ल्हा गण डु?,,,,,,,,,,,,,,,,,,,,,,,
681,Mom don't do too much work,मा योको ज्या ये मतय नही,,,,,,,,,,,,,,,,,,,,,,,
682,What will you eat mom?,मा  छु नौए?,,,,,,,,,,,,,,,,,,,,,,,
683,The sun is hot today,ठाउँ न्हीभा थि,,,,,,,,,,,,,,,,,,,,,,,
684,Do you drink cold?,ख्वोउ त्वोनुए ल?,,,,,,,,,,,,,,,,,,,,,,,
685,black cloud,हकुह सुपये,,,,,,,,,,,,,,,,,,,,,,,
686,white cloud,तुवुह सुपये,,,,,,,,,,,,,,,,,,,,,,,
687,cloud,सुपये,,,,,,,,,,,,,,,,,,,,,,,
688,red umbrella,ह्याँगु कुस,,,,,,,,,,,,,,,,,,,,,,,
689,blue umbrella,वोचु कुस,,,,,,,,,,,,,,,,,,,,,,,
690,Do you have umbrella?,कुस डु ल ?,,,,,,,,,,,,,,,,,,,,,,,
691,I shower every day,जी ल नही नही मोल्हुया,,,,,,,,,,,,,,,,,,,,,,,
692,All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.,सकलें मनूत स्वतन्त्र व ज्वलिज्वः आत्मसम्मान व वां दइकथं बुइ । इपिं स्वविवेक व सद्बुद्धि दयाः विवेकशील जुइ अले थवंथवय् दाजुकिजाकथं हनाबना याइ ।,,,,,,,,,,,,,,,,,,,,,,,
693,wheat,छो,,,,,,,,,,,,,,,,,,,,,,,
694,what,छु,,,,,,,,,,,,,,,,,,,,,,,
695,your,छिमिगु,,,,,,,,,,,,,,,,,,,,,,,
696,headache,कपा स्याट,,,,,,,,,,,,,,,,,,,,,,,
697,skin,छ्येंगु,,,,,,,,,,,,,,,,,,,,,,,
698,Turn on the light,म:ट च्याकी ।,,,,,,,,,,,,,,,,,,,,,,,
699,head,छ्यं,,,,,,,,,,,,,,,,,,,,,,,
700,goat,दुगु,,,,,,,,,,,,,,,,,,,,,,,
701,globalization,हलिमिकरण,,,,,,,,,,,,,,,,,,,,,,,
702,emotion,भावना,,,,,,,,,,,,,,,,,,,,,,,
703,love,मतिना,,,,,,,,,,,,,,,,,,,,,,,
704,mind,मस्तिस्क,,,,,,,,,,,,,,,,,,,,,,,
705,consciousness,ज्वः,,,,,,,,,,,,,,,,,,,,,,,
706,experience,अनुभव,,,,,,,,,,,,,,,,,,,,,,,
707,printing,अनुभव,,,,,,,,,,,,,,,,,,,,,,,
708,heart,नुगः,,,,,,,,,,,,,,,,,,,,,,,
709,mercy,दया,,,,,,,,,,,,,,,,,,,,,,,
710,ratio,अनुपात,,,,,,,,,,,,,,,,,,,,,,,
711,ear,न्हाय्पं,,,,,,,,,,,,,,,,,,,,,,,
712,faith,आस्था,,,,,,,,,,,,,,,,,,,,,,,
713,constitution,संविधान,,,,,,,,,,,,,,,,,,,,,,,
714,taste,सवाः,,,,,,,,,,,,,,,,,,,,,,,
715,thought,विचार,,,,,,,,,,,,,,,,,,,,,,,
716,pride,अहङ्कार,,,,,,,,,,,,,,,,,,,,,,,
717,nature,इयऱ्कै,,,,,,,,,,,,,,,,,,,,,,,
718,aptitude,दक्षता,,,,,,,,,,,,,,,,,,,,,,,
719,intelligence,मेधावी,,,,,,,,,,,,,,,,,,,,,,,
720,do you have money?,ध्यबा मरु ला ?,,,,,,,,,,,,,,,,,,,,,,,
721,no money my friend what to do,ध्यबा मरु छु याउ पासा ।,,,,,,,,,,,,,,,,,,,,,,,
722,no money no love,ध्यबा मरु मती ना मरु ।,,,,,,,,,,,,,,,,,,,,,,,
723,no money in pocket,म्हीचाए ध्यबा मरु ।,,,,,,,,,,,,,,,,,,,,,,,
724,no money but have heart,ध्यबा मरु नुग दु ।,,,,,,,,,,,,,,,,,,,,,,,
725,A person without money is useless.,ध्यबा मरुम मनु छु ज्याले मजु ।,,,,,,,,,,,,,,,,,,,,,,,
726,beautiful,बलमा,,,,,,,,,,,,,,,,,,,,,,,
727,you are beautiful,च गुली बाला ,,,,,,,,,,,,,,,,,,,,,,,
728,beautiful love,बलम म्याजु ,,,,,,,,,,,,,,,,,,,,,,,
729,your beautiful eyes,छंगु मिखा बाला,,,,,,,,,,,,,,,,,,,,,,,
730,more beautiful,तस्का बाला ,,,,,,,,,,,,,,,,,,,,,,,
731,your beautiful nose,छंगु न्ह्य बाला,,,,,,,,,,,,,,,,,,,,,,,
732,your beautiful hair,छंगु सा बाला,,,,,,,,,,,,,,,,,,,,,,,
733,today is a good day,ठाउ बलाउ दि खा ,,,,,,,,,,,,,,,,,,,,,,,
734,you are so beautiful,चा तस्का बाला,,,,,,,,,,,,,,,,,,,,,,,
735,your beautiful body,छंगु माहा बाला,,,,,,,,,,,,,,,,,,,,,,,
736,your heart is beautiful,छंगु नुगा बाला,,,,,,,,,,,,,,,,,,,,,,,
737,your beautiful teeth,छंगु वा बाला ,,,,,,,,,,,,,,,,,,,,,,,
738,beautiful lady,बालामा मानु ,,,,,,,,,,,,,,,,,,,,,,,
739,Hello baby doll,हेल्लो हीशी दु म कतामरी ।,,,,,,,,,,,,,,,,,,,,,,,
740,My king.,जिगु जुजु ।,,,,,,,,,,,,,,,,,,,,,,,
741,What are you doing ?,छ छु याना चोनागु,,,,,,,,,,,,,,,,,,,,,,,
742,I won’t say.,जि धाय मखु ।,,,,,,,,,,,,,,,,,,,,,,,
743,Please tell me.,धा ले ।,,,,,,,,,,,,,,,,,,,,,,,
744,I’m on a date with another boy,जि छम मिज नाप चाह्यु वोया चोनागु दु ।,,,,,,,,,,,,,,,,,,,,,,,
745,Don’t be oversmart.,अप्वो जुई मत्ये ।,,,,,,,,,,,,,,,,,,,,,,,
746,Okay don’t be angry.,त चाये मत्ये ले,,,,,,,,,,,,,,,,,,,,,,,
747,I’m writing computer program and you ?,"जि कम्प्युटर प्रोग्राम चोया चोना गु, छ ले ?",,,,,,,,,,,,,,,,,,,,,,,
748,I’m listening to a song.,जि म्ये न्यना चोनागु ।,,,,,,,,,,,,,,,,,,,,,,,
749,Which song you are listening right now?,आ छ छु म्ये न्यना चोनागु ?,,,,,,,,,,,,,,,,,,,,,,,
750,1,छगु,,,,,,,,,,,,,,,,,,,,,,,
751,2,निगु,,,,,,,,,,,,,,,,,,,,,,,
752,3,स्वोङगु,,,,,,,,,,,,,,,,,,,,,,,
753,4,प्यङगु,,,,,,,,,,,,,,,,,,,,,,,
754,5,न्यागु,,,,,,,,,,,,,,,,,,,,,,,
755,6,खुगु,,,,,,,,,,,,,,,,,,,,,,,
756,7,न्ह्येगु,,,,,,,,,,,,,,,,,,,,,,,
757,8,च्यागु,,,,,,,,,,,,,,,,,,,,,,,
758,9,गुङगु,,,,,,,,,,,,,,,,,,,,,,,
759,10,झिगु,,,,,,,,,,,,,,,,,,,,,,,
760,I’m not feeling well.,जित म्ह सुकु मरु ।,,,,,,,,,,,,,,,,,,,,,,,
761,What is the matter ?,छु जुल ?,,,,,,,,,,,,,,,,,,,,,,,
762,I have high fever for the past two days.,निनु डे धुनकल जित तस्क जोरो वोया चोङु दु ।,,,,,,,,,,,,,,,,,,,,,,,
763,I am suffering from cold and cough.,जित शेख चाना मुसु वया चोङु दु ।,,,,,,,,,,,,,,,,,,,,,,,
764,My eyes are watering.,जिगु मिखाले खोबी वोया चोङु दु ।,,,,,,,,,,,,,,,,,,,,,,,
765,My love,जिगु मतिना,,,,,,,,,,,,,,,,,,,,,,,
766,Girlfriend,मिसा पासा,,,,,,,,,,,,,,,,,,,,,,,
767,Boyfriend,मिजँ पासा,,,,,,,,,,,,,,,,,,,,,,,
768,I like you so much.,जिता चा सिके या ,,,,,,,,,,,,,,,,,,,,,,,
769,i love you so much,जी छन्त योको मतिना याना,,,,,,,,,,,,,,,,,,,,,,,
770,i love you too,जी छन्ता मतिना याना,,,,,,,,,,,,,,,,,,,,,,,
771,person,मनु,,,,,,,,,,,,,,,,,,,,,,,
772,boy,मिजँ,,,,,,,,,,,,,,,,,,,,,,,
773,girl,मिसा,,,,,,,,,,,,,,,,,,,,,,,
774,child,मचा,,,,,,,,,,,,,,,,,,,,,,,
775,only one person,छम्ह,,,,,,,,,,,,,,,,,,,,,,,
776,two people,नीम्ह,,,,,,,,,,,,,,,,,,,,,,,
777,husband,भाट,,,,,,,,,,,,,,,,,,,,,,,
778,wife,कला,,,,,,,,,,,,,,,,,,,,,,,
779,nose,न्हाय्,,,,,,,,,,,,,,,,,,,,,,,
780,tongue,मे,,,,,,,,,,,,,,,,,,,,,,,
781,neck,गप,,,,,,,,,,,,,,,,,,,,,,,
782,heart,नुग,,,,,,,,,,,,,,,,,,,,,,,
783,chest,दुरुपा,,,,,,,,,,,,,,,,,,,,,,,
784,hand,ल्हा,,,,,,,,,,,,,,,,,,,,,,,
785,body,म्ह,,,,,,,,,,,,,,,,,,,,,,,
786,leg,टुटी,,,,,,,,,,,,,,,,,,,,,,,
787,butt,प्यँ,,,,,,,,,,,,,,,,,,,,,,,
788,mother in law,ससमाँ,,,,,,,,,,,,,,,,,,,,,,,
789,father in law,ससअबु,,,,,,,,,,,,,,,,,,,,,,,
790,son in law,भाजु,,,,,,,,,,,,,,,,,,,,,,,
791,daughter in law,भौम्चा,,,,,,,,,,,,,,,,,,,,,,,
792,husband sister,केँवत,,,,,,,,,,,,,,,,,,,,,,,
793,elder mother-in-law,ससतता,,,,,,,,,,,,,,,,,,,,,,,
794,sister in law,ससकेँ,,,,,,,,,,,,,,,,,,,,,,,
795,brother in law,ससकिजा,,,,,,,,,,,,,,,,,,,,,,,
796,"Among all the thorns of life, love is just like a beautiful flower.",जीवनया दक्व्वो क ले मतिना छगु बाला गु स्वा थे ख ।,,,,,,,,,,,,,,,,,,,,,,,
797,जीवनया दक्व्वो क ले मतिना छगु बाला गु स्वा थे ख ।,जीवनया दक्व्वो क ले मतिना छगु बाला गु स्वा थे ख ।,,,,,,,,,,,,,,,,,,,,,,,
798,My heart is like an empty bottle without you. Which may look good but of no use.,छ बिना जिगु नुग खाली सिसी थे ख । बाला खने डे फु तर ज्याले मजु ।,,,,,,,,,,,,,,,,,,,,,,,
799,Love does not need special time. It just happened.,मतिना यात ई ब्य म्वा । थ्वो अथे जुई ।,,,,,,,,,,,,,,,,,,,,,,,
800,You are my only dream.,छ जिगु छगुहेजक म्हगस ख ।,,,,,,,,,,,,,,,,,,,,,,,
801,I am sending my love sms to my wife just to see her smile.,"जि जिगु मतिना एसएमएस जिमी कला यात छोया चोना, वो न्हियुगु स्वोयता ।",,,,,,,,,,,,,,,,,,,,,,,
802,Love is the medicine for any kind of pain.,मतिना न्ह्यागु न श्यागु यात वास ख ।,,,,,,,,,,,,,,,,,,,,,,,
803,"Love is like fire, the fire that warms the heart","मतिना मि थे ख, मि गुके नुग यात लुमुसे चोङकी ।",,,,,,,,,,,,,,,,,,,,,,,
804,I will never stop loving you.,जि छन्त मतिना याये गु गब्ले दिके मखु ।,,,,,,,,,,,,,,,,,,,,,,,
805,I just love hugging you.,जित छन्त घ्ये पुया ते य ।,,,,,,,,,,,,,,,,,,,,,,,
806,monkey,माक,,,,,,,,,,,,,,,,,,,,,,,
807,big monkey,तर्हिम्ह,,,,,,,,,,,,,,,,,,,,,,,
808,small monkey,चिर्हिम्ह,,,,,,,,,,,,,,,,,,,,,,,
809,white monkey,तुयुम्ह,,,,,,,,,,,,,,,,,,,,,,,
810,monkey red asshole,हयाउँ ख्य्याम्प्वा,,,,,,,,,,,,,,,,,,,,,,,
811,hole,प्वा,,,,,,,,,,,,,,,,,,,,,,,
812,monkey tail,माकया न्य्हपँ,,,,,,,,,,,,,,,,,,,,,,,
813,Are you a monkey?,छ माक ख ला?,,,,,,,,,,,,,,,,,,,,,,,
814,You look like a monkey.,छ माक थेँ चोँव ।,,,,,,,,,,,,,,,,,,,,,,,
815,Monkey’s baby.,माकया मचा,,,,,,,,,,,,,,,,,,,,,,,
816,Baby monkey,माक मचा,,,,,,,,,,,,,,,,,,,,,,,
817,Oh monkey.,ऐ माक,,,,,,,,,,,,,,,,,,,,,,,
818,Oh monkey come here.,ऐ माक थन वा ।,,,,,,,,,,,,,,,,,,,,,,,
819,Shut up monkey.,हाले मते सुन्कँ चोँ माक ।,,,,,,,,,,,,,,,,,,,,,,,
820,I have a runny nose.,जिगु न्हाश न्ही वया चोङु दु ।,,,,,,,,,,,,,,,,,,,,,,,
821,I have a headache.,जित कपा श्याना चोङु दु ।,,,,,,,,,,,,,,,,,,,,,,,
822,I have a bad stomachache.,जित तस्क प्वा श्याना चोङु दु ।,,,,,,,,,,,,,,,,,,,,,,,
823,I feel like vomiting.,जित तस्क त्यनुसे चोना चोङु दु ।,,,,,,,,,,,,,,,,,,,,,,,
824,I am feeling very weak.,जि बमलागु थे चोना चोङु दु ।,,,,,,,,,,,,,,,,,,,,,,,
825,I am giving you medicines for three days.,जि छन्त स्वोनु यात वास बि ।,,,,,,,,,,,,,,,,,,,,,,,
826,You have to take medicines.,छि वास ने हे माली ।,,,,,,,,,,,,,,,,,,,,,,,
827,Get well soon.,याकन लनेमा ।,,,,,,,,,,,,,,,,,,,,,,,
828,Thank you very much Doctor.,योको योको शुभाये डाक्टर ।,,,,,,,,,,,,,,,,,,,,,,,
829,You are like a he-goat,छ दुकुचा थेँ चोवँ ।,,,,,,,,,,,,,,,,,,,,,,,
830,do not speak too much,प्वो हालौउ ख ला ,,,,,,,,,,,,,,,,,,,,,,,
831,i will beat you,छँन्त जीँई दाया बीई ।,,,,,,,,,,,,,,,,,,,,,,,
832,can you carry me?,जित बुई फु ल ?,,,,,,,,,,,,,,,,,,,,,,,
833,your eyes looks like a cat eyes,मिखा स्वो रे भौउचिऊ थेँ चोवँ ।,,,,,,,,,,,,,,,,,,,,,,,
834,your face looks like a thief,ख्वा स्वोले खुँ थेँ चोवँ ।,,,,,,,,,,,,,,,,,,,,,,,
835,Don't be fooled by girls,मिजँतेउ चक्करे लाए मते इकुसे चोनि ।,,,,,,,,,,,,,,,,,,,,,,,
836,let's go to work,नु ज्या या वोने,,,,,,,,,,,,,,,,,,,,,,,
837,let's go to eat rice,नु जा न वोने,,,,,,,,,,,,,,,,,,,,,,,
838,"we don't get full by looking at the young woman, go have lunch",ल्यासे स्वोया प्वा जाई मखु पासा नु बजि न वोने ।,,,,,,,,,,,,,,,,,,,,,,,
839,let's go to have some tea,च्या त्वो वोने,,,,,,,,,,,,,,,,,,,,,,,
840,Don't talk like that bro,थयौउ खँ ल्हाए म्ते भाइचा ।,,,,,,,,,,,,,,,,,,,,,,,
841,what a badass,गयौउ हाराँ,,,,,,,,,,,,,,,,,,,,,,,
842,don't speak keep quite,हाले मते सुन्कँ चोवँ ।,,,,,,,,,,,,,,,,,,,,,,,
843,shut up,सुन्कँ चोवँ ।,,,,,,,,,,,,,,,,,,,,,,,
844,can you sign?,साइन याए व ला ?,,,,,,,,,,,,,,,,,,,,,,,
845,do you have cheque book?,चेक बूक दु ला ?,,,,,,,,,,,,,,,,,,,,,,,
846,do you have small passport size photo?,चिपाउ किपा दु ला ?,,,,,,,,,,,,,,,,,,,,,,,
847,how much money you want to withdraw?,गुली ध्यबा लिकाए माउ ?,,,,,,,,,,,,,,,,,,,,,,,
848,do you want to deposit money?,गुली ध्यबा लिकाए माउ ?,,,,,,,,,,,,,,,,,,,,,,,
849,do you want to withdraw money?,ध्यबा लिकाय माउ खला ?,,,,,,,,,,,,,,,,,,,,,,,
850,what to do?,छु याए माउ ।,,,,,,,,,,,,,,,,,,,,,,,
851,tell your phone number,फोन ल्या धयादिसँ ।,,,,,,,,,,,,,,,,,,,,,,,
852,do you have phone at your home?,छे फोन दुला ?,,,,,,,,,,,,,,,,,,,,,,,
853,what is your home phone number?,छे फोन दुला ?,,,,,,,,,,,,,,,,,,,,,,,
854,It hurts like death,सिक्के श्यात,,,,,,,,,,,,,,,,,,,,,,,
855,give me medicine,जिता वाश याना बिउ,,,,,,,,,,,,,,,,,,,,,,,
856,What happened to me?,जित छु जुल छु जुल,,,,,,,,,,,,,,,,,,,,,,,
857,I just feel sleepy,जित न्ह्य जक वई,,,,,,,,,,,,,,,,,,,,,,,
858,teeth paining,वा श्यात,,,,,,,,,,,,,,,,,,,,,,,
859,do you like to eat food?,जा ने मासे व ला ?,,,,,,,,,,,,,,,,,,,,,,,
860,cough,मुसु,,,,,,,,,,,,,,,,,,,,,,,
861,urinate,चो,,,,,,,,,,,,,,,,,,,,,,,
862,sweat,चति,,,,,,,,,,,,,,,,,,,,,,,
863,stool,खी,,,,,,,,,,,,,,,,,,,,,,,
864,do you have fever?,जोरो वो ला ?,,,,,,,,,,,,,,,,,,,,,,,
865,do you feel sleepy?,न्ह्य वो ला ?,,,,,,,,,,,,,,,,,,,,,,,
866,do you have headache?,छ् यँ श्या ला ?,,,,,,,,,,,,,,,,,,,,,,,
867,take your tongue,म्ये लिकासा,,,,,,,,,,,,,,,,,,,,,,,
868,after that,अले,,,,,,,,,,,,,,,,,,,,,,,
869,do this work later on,भ ज्या अले याह​,,,,,,,,,,,,,,,,,,,,,,,
870,then what happened?,अले छु जुल?,,,,,,,,,,,,,,,,,,,,,,,
871,confusion and unclear thinking,अल्मल​,,,,,,,,,,,,,,,,,,,,,,,
872,to be confused,अल्मलय जुये,,,,,,,,,,,,,,,,,,,,,,,
873,to think,अल्मलय याये,,,,,,,,,,,,,,,,,,,,,,,
874,though a whole day was spent to think it over,अल्मल यायाम हे न्हिचि बित,,,,,,,,,,,,,,,,,,,,,,,
875,the matter has not settled,खम कभमज्यु,,,,,,,,,,,,,,,,,,,,,,,
876,marriage ceremony in which prior to her first mensturation a girl is married to the bel fruit to prevent her from becoming a widow,इहि,,,,,,,,,,,,,,,,,,,,,,,
877,to arrange a ceremony,इहिमुंके,,,,,,,,,,,,,,,,,,,,,,,
878,to be watering,ई चुलु वने,,,,,,,,,,,,,,,,,,,,,,,
879,to spit,ई फाये,,,,,,,,,,,,,,,,,,,,,,,
880,it is time for them to come,ई छ्याये,,,,,,,,,,,,,,,,,,,,,,,
881,to kill the time,ई जुये,,,,,,,,,,,,,,,,,,,,,,,
882,to be time,ई बिये,,,,,,,,,,,,,,,,,,,,,,,
883,he gave me an appointment for tomorrow,भम जितह कन्हय्यागु,,,,,,,,,,,,,,,,,,,,,,,
884,to search for an auspicious time,वाले,,,,,,,,,,,,,,,,,,,,,,,
885,to break ones promise,ई फेये,,,,,,,,,,,,,,,,,,,,,,,
886,according to the occasion,ईकथं,,,,,,,,,,,,,,,,,,,,,,,
887,yellow mustard seed,ईका,,,,,,,,,,,,,,,,,,,,,,,
888,grain of oil producing plant,ईका पःका,,,,,,,,,,,,,,,,,,,,,,,
889,to cause to collect,ईके,,,,,,,,,,,,,,,,,,,,,,,
890,spirit of revange,ईख​,,,,,,,,,,,,,,,,,,,,,,,
891,hot dish of rice flour,ईदाइचा,,,,,,,,,,,,,,,,,,,,,,,
892,time,ईब्य​,,,,,,,,,,,,,,,,,,,,,,,
893,because the people revolted democracy came,उकिं,,,,,,,,,,,,,,,,,,,,,,,
894,slightly,उकुथुकु,,,,,,,,,,,,,,,,,,,,,,,
895,incurable wound or boil,उकुम​,,,,,,,,,,,,,,,,,,,,,,,
896,once up on a time,उखःबनय्,,,,,,,,,,,,,,,,,,,,,,,
897,on that day,उखुन्हु,,,,,,,,,,,,,,,,,,,,,,,
898,on that side or towards that side,उखे,,,,,,,,,,,,,,,,,,,,,,,
899,on both side or here and there,थुखे,,,,,,,,,,,,,,,,,,,,,,,
900,from that side,पाखे,,,,,,,,,,,,,,,,,,,,,,,
901,over here,उखेर​,,,,,,,,,,,,,,,,,,,,,,,
902,uncomfortable,उके मुखे,,,,,,,,,,,,,,,,,,,,,,,
903,shoulder cloth of a monk,उखेलखा,,,,,,,,,,,,,,,,,,,,,,,
904,to be stagnant,उगये,,,,,,,,,,,,,,,,,,,,,,,
905,this and that,उगु थुगु,,,,,,,,,,,,,,,,,,,,,,,
906,whichever,उगं थुग,,,,,,,,,,,,,,,,,,,,,,,
907,at once,उघरिमय्,,,,,,,,,,,,,,,,,,,,,,,
908,drum makers tool used for smoothing the leather on the rims of a drum head,उचातन​,,,,,,,,,,,,,,,,,,,,,,,
909,command or order,उजं,,,,,,,,,,,,,,,,,,,,,,,
910,to carry out on order,छेले,,,,,,,,,,,,,,,,,,,,,,,
911,to be permitted or to be approved,दये,,,,,,,,,,,,,,,,,,,,,,,
912,to obey an order,नेने,,,,,,,,,,,,,,,,,,,,,,,
913,soon,उजुं,,,,,,,,,,,,,,,,,,,,,,,
914,as he didnot come on time i went home,भ उजुम्सुजुम मभह्सेम्लि चेम्भया,,,,,,,,,,,,,,,,,,,,,,,
915,a little bit away,उज्या,,,,,,,,,,,,,,,,,,,,,,,
916,to bring a complaint,उजुर​,,,,,,,,,,,,,,,,,,,,,,,
